Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ITAPEJARA D`OESTE - CRESOL ITAPEJARA D`OESTE;4973378;b3S;;I;2;ITAPEJARA D'OESTE;PR;41609;1796;0;335;0;0;0;2131;-434;-390;0;0;-268;-1092;1039;152;50;-399;-508;1;0;87;-243;-861;179;0;179;0;-20;158;-130
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC;64480833;b3S;;I;2;MARTINHO CAMPOS;MG;41609;1677;0;453;0;0;0;2130;-546;-111;0;0;44;-614;1516;101;45;-654;-573;-9;0;21;-64;-1133;383;-1;382;-15;0;367;0
COOPERATIVA DE CRÉDITO RURAL DE SACRAMENTO LTDA - SICOOB CREDICOASA;71154256;b3S;;I;2;SACRAMENTO;MG;41609;1490;0;636;0;0;0;2126;-474;-131;0;0;-96;-701;1425;42;25;-393;-294;-6;0;45;-28;-608;817;1;817;-5;0;813;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE PINHAO - CRESOL PINHAO;1276398;b3S;;I;2;PINHAO;PR;41609;1986;0;136;0;0;0;2122;-199;-313;0;0;-167;-679;1442;93;109;-605;-489;-2;0;67;-229;-1057;385;11;396;0;-41;354;0
TENDÊNCIA CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;58506221;n2;;I;2;SAO PAULO;SP;41609;0;0;2125;-14;0;0;2111;0;0;0;0;0;0;2111;3172;0;-1941;-1714;-399;0;257;-425;-1050;1061;0;1061;-328;0;733;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TIROS E MATUTINA LTDA - SICOOB CREDITIROS;42880617;b3S;;I;2;TIROS;MG;41609;1539;0;568;0;0;0;2108;-421;-272;0;0;-114;-807;1301;189;182;-780;-416;-14;0;48;-63;-854;446;1;446;-27;0;419;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS DO ESTADO DE MINAS GERAIS LTDA. - SICOOB COOPERCORREIOS;3862898;b3S;;I;2;BELO HORIZONTE;MG;41609;1882;0;225;0;0;0;2106;-474;0;0;0;-38;-512;1594;40;162;-489;-430;-14;0;19;-45;-756;838;2;840;-2;0;838;-461
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR;2924977;b3S;;I;2;CURITIBA;PR;41609;1425;0;675;0;0;0;2100;-571;-33;0;0;-109;-714;1386;271;60;-613;-487;-14;0;589;-1164;-1358;28;361;389;-24;0;365;0
COOPERATIVA DE CREDITO DE CAPITÓLIO LTDA - SICOOB CREDICAPI;804046;b3S;;I;2;CAPITOLIO;MG;41609;1759;0;311;0;0;21;2091;-373;-183;0;0;-91;-648;1443;226;170;-778;-510;-9;0;22;-53;-934;510;-4;506;-21;0;485;-88
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS FEDERAIS DE UBERLÂNDIA LTDA.;65308447;b3S;;I;2;UBERLANDIA;MG;41609;2058;0;28;0;0;0;2087;-38;-146;0;0;-281;-464;1622;52;66;-578;-545;-8;0;37;-78;-1054;568;-133;436;-2;0;433;0
COOPERATIVA DE CRÉDITO RURAL ASCOOB ITAPICURU;3921543;b3S;;I;2;SANTALUZ;BA;41609;1925;0;161;0;0;0;2086;-506;-41;0;0;-127;-674;1413;380;45;-734;-881;1;0;0;-67;-1258;155;-102;54;0;0;54;0
ACCIÓN MICROFINANÇAS - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE S.A.;13058743;n1;;I;3;MANAUS;AM;41609;1925;0;152;0;0;0;2076;0;0;0;0;-309;-309;1767;530;0;-5103;-3333;0;0;0;-1915;-9821;-8053;1076;-6977;0;0;-6977;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO WALMART LTDA. - SICOOB COOPERBOM;74026998;b3S;;I;2;SALVADOR;BA;41609;1986;0;88;0;0;0;2075;-85;-110;0;0;-99;-294;1781;83;20;-926;-614;-11;0;35;-98;-1511;270;1;270;-7;0;263;-358
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;10143743;b3S;;I;2;GUARAMIRIM;SC;41609;1816;0;249;0;0;0;2065;-321;-239;0;0;-183;-743;1322;196;21;-367;-549;-2;0;1;-31;-732;590;1;591;0;-22;570;-236
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO JOÃO DA BOA VISTA - CREDIVISTA;74248949;b3S;;I;2;SAO JOAO DA BOA VISTA;SP;41609;1808;0;253;0;0;0;2062;-482;0;0;0;-33;-515;1547;72;10;-447;-402;0;0;1;0;-766;780;0;780;0;-132;648;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA SERRA GERAL DE MINAS LTDA. - SICOOB CREDIGERAIS;2804469;b3S;;I;2;JANAUBA;MG;41609;1845;0;215;0;0;0;2060;-351;-22;0;0;-129;-501;1559;165;456;-868;-828;-9;0;0;-91;-1175;384;1;386;-3;0;382;0
LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;71590442;n2;;I;2;ARARAS;SP;41609;0;0;86;0;1969;0;2056;0;0;0;0;0;0;2056;276;0;-763;-833;-112;0;67;-1;-1365;691;-17;673;-240;0;433;-73
GOLCRED S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;7631026;n1;;I;2;SAO JOSE;SC;41609;2048;0;7;0;0;0;2054;-80;0;0;0;-586;-667;1388;0;236;-300;-573;-112;0;0;-1;-750;638;0;638;-154;-32;452;-350
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO SERTÃO PARAIBANO LTDA. - UNICRED ALTO SERTÃO PARAIBANO;9343038;b3S;;I;2;SOUSA;PB;41609;1421;0;633;0;0;0;2054;-676;0;0;0;-13;-689;1366;85;170;-524;-450;-5;0;22;-414;-1116;250;0;250;0;-30;220;-173
ORLA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;92904564;n2;;I;2;RIO DE JANEIRO;RJ;41609;0;0;1604;449;0;0;2053;-178;-197;0;0;0;-374;1679;13;0;-755;-500;-101;0;0;-8;-1351;328;0;328;-613;0;-285;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE COLORADO E REGIÃO - SICOOB COLORADO;11610996;b3S;;I;2;COLORADO;PR;41609;1783;0;270;0;0;0;2053;-447;-61;0;0;-195;-703;1350;175;206;-465;-867;-12;0;0;-87;-1050;300;2;302;-18;0;284;-105
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS  DE NÍVEL SUPERIOR DA SAÚDE DE VITÓRIA LTDA. - UNICRED VITÓRIA;39808449;b3S;;I;2;VITORIA;ES;41609;1521;0;526;0;0;0;2046;-529;0;0;0;-22;-551;1496;79;49;-611;-718;-7;0;0;-14;-1222;273;-4;270;-1;0;268;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MICRO REGIÕES DE GOIÂNIA E ADJACENTES LTDA.;1601342;b3S;;I;2;GOIANIA;GO;41609;1691;0;343;0;0;0;2034;-398;-24;0;0;-218;-640;1394;68;75;-647;-518;-1;0;85;-23;-962;432;1;433;-1;0;432;-425
CECRISACRED - COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA INDÚSTRIA E COMÉRCIO DO RAMO DE MATERIAIS DE CONSTRUÇÃO DA REGIÃO DE CRICIÚMA.;3427097;b3S;;I;2;CRICIUMA;SC;41609;1361;0;669;0;0;0;2029;-773;0;0;0;-337;-1110;919;111;19;-481;-529;-2;0;0;-42;-925;-6;0;-6;0;0;-6;-123
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DAS ENCOSTAS DA SERRA GERAL - CRESOL ENCOSTAS DA SERRA GERAL;3485130;b3S;;I;2;SANTA ROSA DE LIMA;SC;41609;1458;0;568;0;0;0;2025;-774;-102;0;0;-13;-889;1136;130;34;-499;-453;0;0;39;-164;-913;223;-3;220;0;0;220;0
SICOOB CREDIMONTES - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO REGIONAL DE MONTES CLAROS LTDA;2031139;b3S;;I;2;MONTES CLAROS;MG;41609;1749;0;274;0;0;0;2023;-270;-79;0;0;-117;-466;1557;239;304;-1090;-694;-3;0;0;-50;-1294;262;2;264;-2;0;262;0
BIORC FINANCEIRA - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;11285104;n1;;I;2;FLORIANOPOLIS;SC;41609;2003;0;13;0;0;0;2015;-234;0;0;0;-267;-502;1513;0;42;-582;-435;-85;0;0;-10;-1070;443;-3;440;-69;-45;326;-260
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI;5220243;b3S;;I;2;SARANDI;RS;41609;1761;0;226;0;0;0;1986;-393;-291;0;0;-233;-917;1070;353;34;-553;-553;0;0;269;-338;-788;282;47;328;-2;0;326;0
CECM COMERCIANTES DE AUTOMOTORES, PEÇAS E SERVIÇOS DE CUIABÁ E VÁRZEA GRANDE E EMPREGADOS EM SANEAMENTO DO MATO GROSSO E FUNCIONÁRIOS DO SISTEMA FIEMT, FECOMÉRCIO, FAMATO E FETRAMAR - SICOOB MULTIPLO;4310638;b3S;;I;2;CUIABA;MT;41609;1755;0;227;0;0;0;1982;-234;-8;0;0;-808;-1049;933;236;263;-1224;-1230;-14;0;49;-25;-1947;-1014;-94;-1108;0;0;-1108;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;;I;2;CABEDELO;PB;41609;690;0;1290;0;0;0;1980;-1535;0;0;0;-11;-1546;434;3;0;-942;-249;-231;0;734;0;-684;-250;12;-238;0;0;-238;0
COOPERATIVA DE CRÉDITO RURAL DO EXTREMO OESTE DE SÃO PAULO;5463934;b3S;;I;2;VOTUPORANGA;SP;41609;1839;0;139;0;0;0;1978;-163;-59;0;0;-880;-1102;875;88;213;-461;-625;-28;0;0;-19;-833;43;7;50;0;0;50;-352
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-OESTE DE MINAS LTDA - SICOOB CREDICARMOMINAS;71238232;b3S;;I;2;CARMOPOLIS DE MINAS;MG;41609;1504;0;473;0;0;0;1977;-376;-110;0;0;-43;-529;1448;152;232;-658;-650;-10;0;22;-71;-982;466;0;466;-10;0;456;-57
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DO VALE DAS ANTAS LTDA;94243839;b3S;;I;2;CASCA;RS;41609;1605;0;361;0;0;0;1965;-548;-83;0;0;52;-580;1386;6;6;-316;-207;0;0;1;-4;-515;870;0;870;1;0;870;-292
COOPERATIVA DE ECONOMIA E CRÉDITO DE LIVRE ADMISSÃO DA SERRA DA CANTAREIRA - SICOOB CANTAREIRA;49069990;b3S;;I;2;GUARULHOS;SP;41609;1720;0;245;0;0;0;1965;-265;0;0;0;-59;-324;1641;199;256;-1095;-627;-6;10;70;-92;-1287;354;0;354;-7;0;348;0
COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DE NIVEL SUPERIOR DA AREA DE SAUDE DE SALVADOR E REGIAO METROPOLITANA LTDA - SICOOB CREDMED;7440317;b3S;;I;2;SALVADOR;BA;41609;1580;0;381;0;0;0;1960;-350;0;0;0;-117;-467;1494;157;364;-782;-717;-17;0;10;-74;-1059;435;0;435;-23;0;412;-107
COOPERATIVA DE CRÉDITO RURAL DOS PRODUTORES DE LEITE DO VALE DO RIO GRANDE LTDA - SICOOB CREDILEITE;86585049;b3S;;I;2;UBERABA;MG;41609;1421;0;539;0;0;0;1960;-364;-12;0;0;-7;-383;1577;146;84;-1017;-563;-21;0;9;-95;-1456;120;4;125;-3;0;122;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LITORAL SUL DA BAHIA - SICOOB LITORAL SUL;2876918;b3S;;I;2;GANDU;BA;41609;1798;0;147;0;0;0;1945;-219;-125;0;0;-147;-491;1454;255;379;-822;-663;-17;0;12;-77;-933;522;-78;444;-8;0;436;-286
COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;460065;n2;;I;2;RIO DE JANEIRO;RJ;41609;0;0;1172;0;761;0;1933;0;0;0;0;0;0;1933;1;0;-397;-959;-90;0;0;0;-1444;489;0;488;-121;0;368;0
SENFF S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11970623;n1;;I;2;CURITIBA;PR;41609;1921;0;0;0;0;0;1921;-75;0;0;0;-600;-674;1247;0;0;-22;-229;-83;0;0;-25;-359;888;-5;883;-408;0;475;-170
SOCIALCRED S/A - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE;4316357;n1;;I;2;RIO DE JANEIRO;RJ;41609;1917;0;0;0;0;0;1917;0;-240;0;0;-80;-320;1597;257;0;-631;-450;-89;0;0;-31;-943;654;0;654;-146;0;508;-185
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA UNIÃO NO NORDESTE;3102185;b3S;;I;2;JOAO PESSOA;PB;41609;1773;0;138;0;0;0;1911;-232;0;0;0;-189;-421;1490;97;88;-757;-295;-50;0;0;-26;-943;546;-90;457;-7;0;449;-266
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS INTEGRANTES DO MINISTERIO PUBLICO DO RIO GRANDE DO SUL - SICREDI MP;3662047;b3S;;I;2;PORTO ALEGRE;RS;41609;1100;0;797;0;0;0;1897;-1065;-21;0;0;-24;-1111;786;25;6;-317;-48;-1;0;34;-214;-515;270;0;270;-2;0;268;-237
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE CURITIBA - SICREDI COPERCREDI PR;9035503;b3S;;I;2;COLOMBO;PR;41609;1539;0;351;0;0;0;1890;-298;-17;0;0;-236;-552;1338;319;149;-588;-602;-17;0;49;-574;-1263;75;1;76;-5;0;71;0
COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;63229629;b3S;;I;2;SERRINHA;BA;41609;1711;0;171;0;0;0;1882;-366;-41;0;0;-385;-792;1090;290;0;-573;-598;0;0;19;-97;-959;131;-43;89;0;0;89;-51
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES ESTADUAIS DE SANTA CATARINA - CREDPOM;4572960;b3S;;I;2;FLORIANOPOLIS;SC;41609;1514;0;358;0;0;0;1872;-556;-2;0;0;-44;-602;1270;104;21;-635;-581;-12;0;5;-95;-1193;77;1;77;-2;0;76;-152
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DA INDÚSTRIA E DO COMÉRCIO DE BENS E SERVIÇOS DA REGIÃO METROPOLITANA, ZONA DA MATA E AGRESTE DO ESTADO DE PERNAMBUCO LTDA.- UNICRED EMPRESARIAL;7858553;b3S;;I;2;RECIFE;PE;41609;1718;0;151;0;0;0;1869;-364;-15;0;0;-186;-566;1303;114;101;-642;-334;-3;0;21;-285;-1029;274;-3;271;0;0;271;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E PROFISSIONAIS LIBERAIS DA REGIÃO DA FRONTEIRA LTDA - UNICRED REGIÃO DA FRONTEIRA;1705236;b3S;;I;2;SANTANA DO LIVRAMENTO;RS;41609;1556;0;311;0;0;0;1867;-618;-153;0;0;-81;-852;1014;79;30;-404;-375;0;0;0;-4;-674;340;15;355;-10;0;345;-236
COOPERATIVA DE CRÉDITO MÚTUO DOS DESPACHANTES DE TRÂNSITO DE SANTA CATARINA E REGIÃO METROPOLITANA DE PORTO ALEGRE/RS - SICOOB CREDITRAN;4715685;b3S;;I;2;FLORIANOPOLIS;SC;41609;1568;0;290;0;0;0;1858;-567;-3;0;0;-209;-779;1079;373;2898;-1197;-2018;-23;0;216;-66;182;1261;27;1288;-46;0;1241;-544
PIONEER CORRETORA DE CAMBIO LTDA;69251239;n2;;I;2;SAO PAULO;SP;41609;0;0;0;0;1848;0;1848;0;0;0;0;-4;-4;1844;6143;0;-2242;-4154;-692;0;329;-17;-633;1212;11;1223;-366;0;857;0
COOPERATIVA DE CRÉDITO RURAL DE SÃO VICENTE DE MINAS LTDA. - SICOOB CREDISAVI;86476199;b3S;;I;2;SAO VICENTE DE MINAS;MG;41609;1691;0;148;0;0;0;1840;-288;-110;0;0;-197;-595;1245;172;224;-646;-651;-10;0;10;-85;-986;259;1;260;-24;0;236;-43
COOPERATIVA DE ECONOMIA E CREDITO MUTUO  DOS CORRETORES DE SEGUROS DE PORTO ALEGRE;2999687;b3S;;I;2;PORTO ALEGRE;RS;41609;1392;0;445;0;0;0;1837;-409;0;0;0;-86;-496;1342;24;108;-505;-378;-1;0;0;-144;-896;446;1;445;-4;0;440;0
COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO;7853842;b3S;;I;2;OURO;SC;41609;1512;0;322;0;0;0;1834;-466;-177;0;0;160;-482;1352;16;20;-337;-262;0;0;64;-86;-586;766;0;766;-2;0;764;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DO GRUPO ZEMA LTDA.;71378426;b3S;;I;2;ARAXA;MG;41609;1418;0;412;0;0;0;1830;-273;0;0;0;-20;-292;1538;56;217;-465;-515;-3;0;85;-44;-669;869;1;870;-6;0;864;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8488377;b3S;;I;2;GUARANI DAS MISSOES;RS;41609;1685;0;144;0;0;0;1829;-277;-283;0;0;-1511;-2071;-242;282;15;-303;-410;0;0;761;-183;161;-80;-371;-451;-3;0;-454;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE VITOR MEIRELES - CRESOL VITOR MEIRELES;7320890;b3S;;I;2;VITOR MEIRELES;SC;41609;1527;0;298;0;0;0;1825;-582;-228;0;0;-61;-872;954;246;5;-446;-345;0;0;5;-128;-662;291;2;293;0;0;293;0
FAMILIA PAULISTA CREDITO IMOBILIARIO S.A.;53146221;n1;;I;2;SANTOS;SP;41609;41;0;1335;0;0;447;1823;-1239;0;0;0;-16;-1255;568;54;0;-993;-2224;-206;0;3327;-166;-207;361;145;506;-203;0;303;0
AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;16927221;n2;;I;2;MANAUS;AM;41609;0;0;8;0;1813;0;1821;0;0;0;0;0;0;1821;64;0;-290;-684;-91;0;2;-5;-1004;817;0;817;-301;0;516;-38
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE FORMOSA DO SUL-CRESOL FORMOSA;5269976;b3S;;I;2;FORMOSA DO SUL;SC;41609;1558;0;258;0;0;0;1817;-426;-201;0;0;219;-408;1408;330;11;-425;-427;0;0;515;-174;-170;1238;96;1334;-3;0;1332;0
RPW SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.;6249129;n1;;I;2;SAO PAULO;SP;41609;1726;0;89;0;0;0;1815;0;-50;0;0;-25;-75;1740;2;496;-498;-1702;-107;0;12;-8;-1805;-65;0;-65;58;0;-7;-120
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CORONEL VIVIDA - CRESOL CORONEL VIVIDA;2446089;b3S;;I;2;CORONEL VIVIDA;PR;41609;1233;0;578;0;0;0;1811;-394;-424;0;0;-76;-895;916;266;25;-486;-370;0;0;216;-253;-603;313;14;327;1;-28;299;0
COOPERUFPA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO MINISTÉRIO DA EDUCAÇÃO NO ESTADO DO PARÁ;83325811;b3S;;I;2;BELEM;PA;41609;1597;0;209;0;0;0;1806;-18;-26;0;0;-183;-227;1579;379;0;-836;-143;-2;0;0;-23;-625;953;0;953;-70;-76;808;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE RIBEIRÃO PRETO E REGIÃO - SICOOB COOPERAC;8071414;b3S;;I;2;RIBEIRAO PRETO;SP;41609;1491;0;314;0;0;0;1805;-402;0;0;0;-200;-602;1203;223;172;-577;-636;-5;0;5;-63;-881;322;4;327;-12;-22;293;-98
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES EM SEGURANCA PÚBLICA DO ESTADO DO ACRE - SICOOB CREDMAC;3528402;b3S;;I;2;RIO BRANCO;AC;41609;1748;0;52;0;0;0;1800;-23;-173;0;0;-120;-316;1483;14;25;-416;-488;-3;0;162;-22;-729;755;0;755;0;0;755;-352
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MILITARES, POLÍCIA CIVIL E DA SECRETARIA DA EDUCAÇÃO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB COOPEMG;3269540;b3S;;I;2;BELO HORIZONTE;MG;41609;1684;0;113;0;0;0;1797;-161;-280;0;0;-121;-562;1235;62;25;-628;-455;-8;0;31;-138;-1110;124;0;124;-1;0;123;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE DE FRANCISCO BELTRÃO-PR E REGIÃO, UNIPRIME FRANCISCO BELTRÃO;2412022;b3S;;I;2;FRANCISCO BELTRAO;PR;41609;1034;0;761;0;0;0;1795;-892;-7;0;0;-34;-933;862;22;16;-174;-298;-3;0;11;-18;-444;417;-6;412;1;0;411;-181
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SCHAEFFLER;62284385;b3S;;I;2;SOROCABA;SP;41609;1728;0;64;0;0;0;1793;0;0;0;0;-24;-24;1769;0;0;-100;-116;1;0;0;1;-217;1552;0;1552;0;0;1552;-970
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE DOIS VIZINHOS - CRESOL DOIS VIZINHOS;971300;b3S;;I;2;DOIS VIZINHOS;PR;41609;1255;0;531;0;0;0;1786;-440;-277;0;0;-133;-850;936;191;45;-421;-349;0;0;69;-125;-590;346;0;346;0;-29;316;-127
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS ESTADUAIS DA REGIÃO METROPOLITANA DE BELÉM LTDA - SICOOB COOESA;83836114;b3S;;I;2;BELEM;PA;41609;1681;0;100;0;0;0;1782;-172;-70;0;0;-68;-310;1472;97;100;-655;-465;-7;0;0;-174;-1105;367;0;366;-19;0;347;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DAS FORÇAS ARMADAS, DO CORPO DE BOMBEIROS E POLÍCIA MILITAR DO DISTRITO FEDERAL LTDA. - SICOOB CABECRED;4649337;b3S;;I;2;BRASILIA;DF;41609;1540;0;234;0;0;0;1774;-698;-61;0;0;-116;-875;899;0;0;-265;-347;-1;0;2;-211;-822;76;43;119;-13;0;106;-177
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO FRANCISCO DE SALES LTDA.- SICOOB CREDICOOPERTRIL;1374196;b3S;;I;2;SAO FRANCISCO DE SALES;MG;41609;1497;0;276;0;0;0;1773;-290;-51;0;0;-54;-395;1379;107;116;-562;-342;-9;0;36;-65;-719;660;0;659;-23;-35;601;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS FEDERAIS NOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB FEDERAL;37497245;b3S;;I;2;CUIABA;MT;41609;1657;0;114;0;0;0;1771;-122;-2;0;0;-52;-176;1595;235;139;-870;-920;-32;0;20;-41;-1469;127;6;132;-13;0;120;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO;52046299;b3S;;I;2;SAO PAULO;SP;41609;1601;0;166;0;0;0;1768;0;0;0;0;-209;-209;1559;0;0;-174;-69;-1;0;25;-106;-325;1233;0;1233;0;-17;1216;-1779
DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;77162881;n2;;I;2;CURITIBA;PR;41609;0;0;0;0;1764;0;1764;0;0;0;0;0;0;1764;0;0;-745;-477;-110;0;42;-5;-1295;470;0;470;-133;0;337;0
MELHOR - CORRETORA DE CÂMBIO LTDA.;13839639;n2;;I;2;CURITIBA;PR;41609;0;0;0;0;1763;0;1763;0;0;0;0;0;0;1763;0;22;-186;-1374;-85;0;0;-1;-1624;139;-1;137;-22;0;116;-33
COOPERATIVA DE CRÉDITO MÚTUO E SERVIÇOS FINANCEIROS DOS EMPREGADOS DO SISTEMA FINANCEIRO E DOS CONTABILISTAS NO ESTADO DO PARANÁ;5097757;b3S;;I;2;CURITIBA;PR;41609;1593;0;153;0;0;0;1746;-299;0;0;0;18;-281;1465;0;0;-498;-181;0;0;0;-26;-704;761;0;761;0;0;761;-260
HOYA CORRETORA DE VALORES E CAMBIO LTDA;34974170;n2;;I;2;RIO DE JANEIRO;RJ;41609;0;0;207;0;1527;0;1734;0;0;0;0;0;0;1734;2991;0;-1976;-1987;-351;0;0;0;-1322;412;1;413;-158;0;255;0
AGENCIA DE FOMENTO DO RIO GRANDE DO NORTE S.A.;3848103;n1;;I;1;NATAL;RN;41609;657;0;1076;0;0;0;1733;0;-169;0;0;159;-11;1722;1357;0;-1411;-1220;-208;0;1955;-220;253;1976;21;1997;-64;0;1933;0
FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;15581638;n1;;I;2;PORTO ALEGRE;RS;41609;1653;0;66;0;0;0;1719;-58;0;0;0;-75;-133;1586;0;0;-128;-949;-80;0;0;-6;-1164;422;0;422;-157;0;265;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM;71146450;b3S;;I;2;CAMPOS GERAIS;MG;41609;1331;0;386;0;0;0;1717;-278;-250;0;0;-516;-1044;672;128;144;-684;-537;-9;0;86;-306;-1177;-505;-2;-507;-15;0;-522;0
COOPERATIVA DE CRÉDITO RURAL DO VALE DO URUPA LTDA - CREDIRON;2049217;b3S;;I;2;OURO PRETO DO OESTE;RO;41609;1587;0;129;0;0;0;1716;-158;0;0;0;-212;-370;1346;60;16;-541;-360;0;0;0;-21;-847;499;7;506;0;0;506;-159
